NAMESPACE                LAST SEEN             TYPE      REASON                         OBJECT                                                             MESSAGE
dev-plt-25-03-2026       45m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-xz9zr    Container created
dev-plt-25-03-2026       45m                   Normal    SuccessfulCreate               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86   Created pod: django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-scv6g
dev-plt-25-03-2026       45m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled up replica set django-dashboard-deployment-plt-25-03-2026-6b67ff4f86 from 1 to 2
dev-plt-25-03-2026       45m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-d74987868-b7p25     Container created
dev-plt-25-03-2026       45m                   Normal    Pulled                         Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-xz9zr    Container image "plt/app-django-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
dev-plt-25-03-2026       45m                   Normal    Scheduled                      Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-scv6g    Successfully assigned dev-plt-25-03-2026/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-scv6g to minikube
dev-plt-25-03-2026       45m                   Normal    Killing                        Pod/django-dashboard-deployment-plt-25-03-2026-d74987868-6zshx     Stopping container container-django-dashboard-plt-25-03-2026
dev-plt-25-03-2026       45m                   Normal    Pulled                         Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-scv6g    Container image "plt/app-django-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
dev-plt-25-03-2026       45m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-scv6g    Container created
dev-plt-25-03-2026       45m                   Normal    Started                        Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-scv6g    Container started
dev-plt-25-03-2026       45m                   Normal    SuccessfulCreate               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86   Created pod: django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-zcg96
dev-plt-25-03-2026       45m                   Normal    Killing                        Pod/django-dashboard-deployment-plt-25-03-2026-d74987868-b7p25     Stopping container container-django-dashboard-plt-25-03-2026
dev-plt-25-03-2026       45m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled up replica set django-dashboard-deployment-plt-25-03-2026-6b67ff4f86 from 2 to 3
dev-plt-25-03-2026       45m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled down replica set django-dashboard-deployment-plt-25-03-2026-d74987868 from 2 to 1
dev-plt-25-03-2026       45m                   Normal    SuccessfulDelete               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-d74987868    Deleted pod: django-dashboard-deployment-plt-25-03-2026-d74987868-6zshx
dev-plt-25-03-2026       45m                   Normal    Scheduled                      Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-zcg96    Successfully assigned dev-plt-25-03-2026/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-zcg96 to minikube
dev-plt-25-03-2026       45m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled down replica set django-dashboard-deployment-plt-25-03-2026-d74987868 from 1 to 0
dev-plt-25-03-2026       45m                   Normal    Started                        Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-zcg96    Container started
dev-plt-25-03-2026       45m                   Normal    SuccessfulDelete               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-d74987868    Deleted pod: django-dashboard-deployment-plt-25-03-2026-d74987868-845hr
dev-plt-25-03-2026       45m                   Normal    Pulled                         Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-zcg96    Container image "plt/app-django-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
dev-plt-25-03-2026       45m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-6b67ff4f86-zcg96    Container created
dev-plt-25-03-2026       45m                   Normal    Killing                        Pod/django-dashboard-deployment-plt-25-03-2026-d74987868-845hr     Stopping container container-django-dashboard-plt-25-03-2026
preprod-plt-25-03-2026   41m (x25 over 58m)    Warning   FailedGetResourceMetric        HorizontalPodAutoscaler/hpa-django-dashboard-plt-25-03-2026        failed to get cpu utilization: missing request for cpu in container container-django-dashboard-plt-25-03-2026 of Pod django-dashboard-deployment-plt-25-03-2026-6dc65499d8-p9z7p
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-prdf7
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled down replica set stripe-deployment-plt-25-03-2026-689986d8cd from 3 to 2
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled up replica set django-dashboard-deployment-plt-25-03-2026-7757757994 from 0 to 1
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-deployment                                       Scaled down replica set django-deployment-5478c69b4d from 3 to 2
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-689986d8cd             Deleted pod: stripe-deployment-plt-25-03-2026-689986d8cd-z7mmp
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/django-dashboard-deployment-plt-25-03-2026-6dc65499d8-2j8vz    Stopping container container-django-dashboard-plt-25-03-2026
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/django-deployment-5478c69b4d                            Deleted pod: django-deployment-5478c69b4d-c94f7
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled down replica set django-dashboard-deployment-plt-25-03-2026-6dc65499d8 from 3 to 2
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled up replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 0 to 1
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-deployment                                       Scaled up replica set django-deployment-95d846ccc from 0 to 1
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-6dc65499d8   Deleted pod: django-dashboard-deployment-plt-25-03-2026-6dc65499d8-2j8vz
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/django-deployment-5478c69b4d-c94f7                             Stopping container django-random
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-7757757994   Created pod: django-dashboard-deployment-plt-25-03-2026-7757757994-m5gw5
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-689986d8cd-z7mmp              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/django-deployment-95d846ccc                             Created pod: django-deployment-95d846ccc-nmzr8
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-m5gw5    Successfully assigned preprod-plt-25-03-2026/django-dashboard-deployment-plt-25-03-2026-7757757994-m5gw5 to minikube
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/django-deployment-95d846ccc-nmzr8                              Successfully assigned preprod-plt-25-03-2026/django-deployment-95d846ccc-nmzr8 to minikube
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-prdf7              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-prdf7 to minikube
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-m5gw5    Container image "plt/app-django-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-m5gw5    Container created
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/django-deployment-95d846ccc-nmzr8                              Container image "plt/app-rocket-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-prdf7              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/django-deployment-95d846ccc-nmzr8                              Container created
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-prdf7              Container created
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-prdf7              Container started
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/django-deployment-95d846ccc-nmzr8                              Container started
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-m5gw5    Container started
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-kgfck
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/django-deployment-5478c69b4d-hfnj7                             Stopping container django-random
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled down replica set stripe-deployment-plt-25-03-2026-689986d8cd from 2 to 1
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-6dc65499d8   Deleted pod: django-dashboard-deployment-plt-25-03-2026-6dc65499d8-ls2mg
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/django-deployment-95d846ccc-j7l7z                              Container created
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-7757757994   Created pod: django-dashboard-deployment-plt-25-03-2026-7757757994-7dzrc
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled down replica set django-dashboard-deployment-plt-25-03-2026-6dc65499d8 from 2 to 1
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled up replica set django-dashboard-deployment-plt-25-03-2026-7757757994 from 1 to 2
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-deployment                                       Scaled up replica set django-deployment-95d846ccc from 1 to 2
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-deployment                                       Scaled down replica set django-deployment-5478c69b4d from 2 to 1
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-689986d8cd-m27k9              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-689986d8cd             Deleted pod: stripe-deployment-plt-25-03-2026-689986d8cd-m27k9
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/django-deployment-95d846ccc                             Created pod: django-deployment-95d846ccc-j7l7z
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/django-deployment-95d846ccc-j7l7z                              Container image "plt/app-rocket-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled up replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 1 to 2
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-7dzrc    Container image "plt/app-django-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/django-dashboard-deployment-plt-25-03-2026-6dc65499d8-ls2mg    Stopping container container-django-dashboard-plt-25-03-2026
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/django-deployment-5478c69b4d                            Deleted pod: django-deployment-5478c69b4d-hfnj7
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/django-deployment-95d846ccc-j7l7z                              Successfully assigned preprod-plt-25-03-2026/django-deployment-95d846ccc-j7l7z to minikube
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-7dzrc    Successfully assigned preprod-plt-25-03-2026/django-dashboard-deployment-plt-25-03-2026-7757757994-7dzrc to minikube
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kgfck              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-kgfck to minikube
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled down replica set django-dashboard-deployment-plt-25-03-2026-6dc65499d8 from 1 to 0
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kgfck              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-689986d8cd             Deleted pod: stripe-deployment-plt-25-03-2026-689986d8cd-7gbp7
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled down replica set stripe-deployment-plt-25-03-2026-689986d8cd from 1 to 0
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-6dc65499d8   Deleted pod: django-dashboard-deployment-plt-25-03-2026-6dc65499d8-p9z7p
preprod-plt-25-03-2026   38m                   Normal    SuccessfulDelete               ReplicaSet/django-deployment-5478c69b4d                            Deleted pod: django-deployment-5478c69b4d-dl84n
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/django-dashboard-deployment-plt-25-03-2026-6dc65499d8-p9z7p    Stopping container container-django-dashboard-plt-25-03-2026
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kgfck              Container started
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/django-deployment-5478c69b4d-dl84n                             Stopping container django-random
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kgfck              Container created
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/django-deployment-95d846ccc-j7l7z                              Container started
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-deployment                                       Scaled down replica set django-deployment-5478c69b4d from 1 to 0
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-7dzrc    Container created
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-7dzrc    Container started
preprod-plt-25-03-2026   38m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-689986d8cd-7gbp7              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-dashboard-deployment-plt-25-03-2026              Scaled up replica set django-dashboard-deployment-plt-25-03-2026-7757757994 from 2 to 3
preprod-plt-25-03-2026   38m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-django-plt-25-03-2026                  New size: 3; reason: Current number of replicas below Spec.MinReplicas
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled up replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 2 to 3
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-kglg7
preprod-plt-25-03-2026   38m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-django-dashboard-plt-25-03-2026        New size: 3; reason: Current number of replicas below Spec.MinReplicas
preprod-plt-25-03-2026   38m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  New size: 3; reason: Current number of replicas below Spec.MinReplicas
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/django-dashboard-deployment-plt-25-03-2026-7757757994   Created pod: django-dashboard-deployment-plt-25-03-2026-7757757994-8qdth
preprod-plt-25-03-2026   38m                   Normal    ScalingReplicaSet              Deployment/django-deployment                                       Scaled up replica set django-deployment-95d846ccc from 2 to 3
preprod-plt-25-03-2026   38m                   Normal    SuccessfulCreate               ReplicaSet/django-deployment-95d846ccc                             Created pod: django-deployment-95d846ccc-nb75z
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kglg7              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-kglg7 to minikube
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/django-deployment-95d846ccc-nb75z                              Successfully assigned preprod-plt-25-03-2026/django-deployment-95d846ccc-nb75z to minikube
preprod-plt-25-03-2026   38m                   Normal    Scheduled                      Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-8qdth    Successfully assigned preprod-plt-25-03-2026/django-dashboard-deployment-plt-25-03-2026-7757757994-8qdth to minikube
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/django-deployment-95d846ccc-nb75z                              Container started
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kglg7              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kglg7              Container created
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-kglg7              Container started
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/django-deployment-95d846ccc-nb75z                              Container created
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-8qdth    Container image "plt/app-django-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Pulled                         Pod/django-deployment-95d846ccc-nb75z                              Container image "plt/app-rocket-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   38m                   Normal    Created                        Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-8qdth    Container created
preprod-plt-25-03-2026   38m                   Normal    Started                        Pod/django-dashboard-deployment-plt-25-03-2026-7757757994-8qdth    Container started
preprod-plt-25-03-2026   38m (x86 over 76m)    Warning   FailedComputeMetricsReplicas   HorizontalPodAutoscaler/hpa-django-plt-25-03-2026                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
preprod-plt-25-03-2026   38m (x82 over 76m)    Warning   FailedComputeMetricsReplicas   HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
preprod-plt-25-03-2026   38m (x82 over 76m)    Warning   FailedGetResourceMetric        HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
preprod-plt-25-03-2026   38m (x86 over 76m)    Warning   FailedGetResourceMetric        HorizontalPodAutoscaler/hpa-django-plt-25-03-2026                  failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
preprod-plt-25-03-2026   37m (x5 over 53m)     Warning   FailedGetResourceMetric        HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
preprod-plt-25-03-2026   37m (x5 over 52m)     Warning   FailedGetResourceMetric        HorizontalPodAutoscaler/hpa-django-plt-25-03-2026                  failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
preprod-plt-25-03-2026   34m                   Normal    Scheduled                      Pod/cpu-stress                                                     Successfully assigned preprod-plt-25-03-2026/cpu-stress to minikube
preprod-plt-25-03-2026   34m                   Normal    Pulling                        Pod/cpu-stress                                                     Pulling image "busybox"
preprod-plt-25-03-2026   34m                   Normal    Started                        Pod/cpu-stress                                                     Container started
preprod-plt-25-03-2026   34m                   Normal    Created                        Pod/cpu-stress                                                     Container created
preprod-plt-25-03-2026   34m                   Normal    Pulled                         Pod/cpu-stress                                                     Successfully pulled image "busybox" in 2.462s (2.462s including waiting). Image size: 4421262 bytes.
preprod-plt-25-03-2026   23m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr
preprod-plt-25-03-2026   23m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled up replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 3 to 7
preprod-plt-25-03-2026   23m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  New size: 7; reason: cpu resource utilization (percentage of request) above target
preprod-plt-25-03-2026   23m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j
preprod-plt-25-03-2026   23m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr
preprod-plt-25-03-2026   23m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v
preprod-plt-25-03-2026   23m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr to minikube
preprod-plt-25-03-2026   23m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr to minikube
preprod-plt-25-03-2026   23m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v to minikube
preprod-plt-25-03-2026   23m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j to minikube
preprod-plt-25-03-2026   23m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   23m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j              Container created
preprod-plt-25-03-2026   23m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr              Container started
preprod-plt-25-03-2026   23m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr              Container created
preprod-plt-25-03-2026   23m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr              Container created
preprod-plt-25-03-2026   23m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   23m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v              Container created
preprod-plt-25-03-2026   23m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v              Container started
preprod-plt-25-03-2026   23m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr              Container started
preprod-plt-25-03-2026   23m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   23m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   23m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j              Container started
dev-plt-25-03-2026       23m (x2 over 101m)    Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-644c78f584-ljwds              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
dev-plt-25-03-2026       23m (x2 over 101m)    Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-644c78f584-ljwds              Container created
dev-plt-25-03-2026       23m (x2 over 101m)    Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-644c78f584-ljwds              Container started
preprod-plt-25-03-2026   22m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  New size: 10; reason: cpu resource utilization (percentage of request) above target
preprod-plt-25-03-2026   22m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled up replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 7 to 10
preprod-plt-25-03-2026   22m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n
preprod-plt-25-03-2026   22m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm
preprod-plt-25-03-2026   22m                   Normal    SuccessfulCreate               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Created pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w
preprod-plt-25-03-2026   22m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n to minikube
preprod-plt-25-03-2026   22m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm to minikube
preprod-plt-25-03-2026   22m                   Normal    Scheduled                      Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w              Successfully assigned preprod-plt-25-03-2026/stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w to minikube
preprod-plt-25-03-2026   22m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm              Container created
