NAMESPACE                LAST SEEN             TYPE      REASON                         OBJECT                                                             MESSAGE
preprod-plt-25-03-2026   22m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w              Container started
preprod-plt-25-03-2026   22m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   22m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   22m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w              Container created
preprod-plt-25-03-2026   22m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm              Container started
preprod-plt-25-03-2026   22m                   Normal    Pulled                         Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm              Container image "plt/stripe-app-plt-25-03-2026:v1" already present on machine and can be accessed by the pod
preprod-plt-25-03-2026   22m                   Normal    Created                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n              Container created
preprod-plt-25-03-2026   22m                   Normal    Started                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n              Container started
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled down replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 10 to 5
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gzd4n              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-jpg2w
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  New size: 5; reason: All metrics below target
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-bs8xm              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-gctnr
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-pkg2v
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j
preprod-plt-25-03-2026   21m                   Normal    SuccessfulDelete               ReplicaSet/stripe-deployment-plt-25-03-2026-6f7c6b474f             Deleted pod: stripe-deployment-plt-25-03-2026-6f7c6b474f-6mctr
preprod-plt-25-03-2026   21m                   Normal    SuccessfulRescale              HorizontalPodAutoscaler/hpa-stripe-plt-25-03-2026                  New size: 3; reason: All metrics below target
preprod-plt-25-03-2026   21m                   Normal    Killing                        Pod/stripe-deployment-plt-25-03-2026-6f7c6b474f-6ct6j              Stopping container container-stripe-plt-25-03-2026
preprod-plt-25-03-2026   21m                   Normal    ScalingReplicaSet              Deployment/stripe-deployment-plt-25-03-2026                        Scaled down replica set stripe-deployment-plt-25-03-2026-6f7c6b474f from 5 to 3
